q1,q2,m1,m2,c,r0,L,E,bound,period,orbit_type,drift_pct,max_sep,min_sep,retcode,case_label
2.0000,-1.0000,1.00,2.00,4.00,1.50000000,1.0000,-1.000000,true,NaN,moderate_ecc_elliptic,0.012872,1.500000,0.500032,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,4.00,198.48857802,2.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,198.488578,188.953105,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,4.00,38.43908891,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.003184,38.439089,1.561079,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,4.00,18.36660027,2.0000,-0.100000,true,NaN,high_ecc_elliptic,0.001281,18.366600,1.633403,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,4.00,6.00000000,2.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.000196,6.000000,2.000032,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,200.00000000,0.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,200.000000,190.471768,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,40.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.043059,40.000000,0.994614,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,20.00000000,0.0000,-0.100000,true,NaN,high_ecc_elliptic,0.402533,20.000000,0.401048,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,8.00000000,0.0000,-0.250000,false,NaN,unbound,5.477475,8.000000,0.153547,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,4.00000000,0.0000,-0.500000,false,NaN,unbound,31.845362,4.000000,0.079097,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,2.00000000,0.0000,-1.000000,false,NaN,failed,NaN,2.000000,0.077431,Failure,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,199.97655975,0.2500,-0.010000,true,NaN,low_ecc_elliptic,0.000000,199.976560,190.448328,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,39.97654875,0.2500,-0.050000,false,NaN,failed,NaN,39.976549,0.236629,Failure,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,19.97653497,0.2500,-0.100000,false,NaN,failed,NaN,19.976535,0.164184,Failure,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,7.97649343,0.2500,-0.250000,false,NaN,failed,NaN,7.976493,0.093266,Failure,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,3.97642354,0.2500,-0.500000,false,NaN,failed,NaN,3.976424,0.056513,Failure,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,1.97628121,0.2500,-1.000000,false,NaN,failed,NaN,1.976281,0.055013,Failure,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,199.90620601,0.5000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,199.906206,190.377976,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,39.90602924,0.5000,-0.050000,false,NaN,unbound,263.139156,39.906337,0.493023,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,19.90580638,0.5000,-0.100000,false,NaN,unbound,117.641819,19.905806,0.431837,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,7.90512484,0.5000,-0.250000,false,NaN,unbound,50.606182,7.905145,0.095670,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,3.90394328,0.5000,-0.500000,false,NaN,unbound,23.732301,3.903943,0.097462,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,1.90138782,0.5000,-1.000000,false,NaN,unbound,10.390502,1.901388,0.100826,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,199.62429423,1.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,199.624294,190.096095,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,39.62141687,1.0000,-0.050000,true,NaN,high_ecc_elliptic,0.930177,39.621417,0.489384,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,19.61769203,1.0000,-0.100000,true,NaN,high_ecc_elliptic,0.443861,19.617692,0.466727,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,7.60555128,1.0000,-0.250000,true,NaN,high_ecc_elliptic,0.152995,7.605551,0.395782,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,3.58113883,1.0000,-0.500000,true,NaN,high_ecc_elliptic,0.057560,3.581139,0.419121,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,1.50000000,1.0000,-1.000000,true,NaN,moderate_ecc_elliptic,0.012480,1.500000,0.500159,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,198.48857802,2.0000,-0.010000,true,NaN,low_ecc_elliptic,0.000000,198.488578,188.960915,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,38.43908891,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.003094,38.439089,1.567869,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,18.36660027,2.0000,-0.100000,true,NaN,high_ecc_elliptic,0.001251,18.366600,1.638012,Success,asym_2_-1
2.0000,-1.0000,1.00,2.00,10.00,6.00000000,2.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.000194,6.000000,2.000031,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,200.00000000,0.0000,-0.010000,true,NaN,circular,0.000000,200.000000,193.024585,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,40.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.019887,40.000000,0.938511,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,20.00000000,0.0000,-0.100000,true,NaN,high_ecc_elliptic,0.135535,20.000000,0.452069,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,8.00000000,0.0000,-0.250000,false,NaN,unbound,1.073107,8.000000,0.340872,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,4.00000000,0.0000,-0.500000,false,NaN,failed,NaN,4.000000,0.102380,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,2.00000000,0.0000,-1.000000,false,NaN,failed,NaN,2.000000,0.134846,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,199.98281102,0.2500,-0.010000,true,NaN,circular,0.000000,199.982811,193.007394,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,39.98280511,0.2500,-0.050000,false,NaN,failed,NaN,39.982805,0.460243,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,19.98279770,0.2500,-0.100000,false,NaN,failed,NaN,19.982798,0.483002,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,7.98277541,0.2500,-0.250000,false,NaN,failed,NaN,7.982775,0.138878,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,3.98273801,0.2500,-0.500000,false,NaN,failed,NaN,3.982738,0.091725,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,1.98266220,0.2500,-1.000000,false,NaN,failed,NaN,1.982662,0.130543,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,199.93122635,0.5000,-0.010000,true,NaN,circular,0.000000,199.931226,192.955805,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,39.93113143,0.5000,-0.050000,false,NaN,failed,NaN,39.931131,0.357784,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,19.93101203,0.5000,-0.100000,false,NaN,failed,NaN,19.931012,0.384230,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,7.93064880,0.5000,-0.250000,false,NaN,failed,NaN,7.930649,0.130381,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,3.93002591,0.5000,-0.500000,false,NaN,failed,NaN,3.930026,0.106021,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,1.92870878,0.5000,-1.000000,false,NaN,failed,NaN,1.928709,0.099052,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,199.72462083,1.0000,-0.010000,true,NaN,circular,0.000000,199.724621,192.749192,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,39.72308292,1.0000,-0.050000,false,NaN,unbound,3.828900,39.723083,0.333200,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,19.72111105,1.0000,-0.100000,false,NaN,unbound,1.829479,19.721111,0.281404,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,7.71483512,1.0000,-0.250000,true,NaN,high_ecc_elliptic,0.636044,7.714835,0.285845,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,3.70293864,1.0000,-0.500000,true,NaN,high_ecc_elliptic,0.246629,3.702939,0.297245,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,1.67082039,1.0000,-1.000000,true,NaN,moderate_ecc_elliptic,0.066741,1.670820,0.329240,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,198.89388252,2.0000,-0.010000,true,NaN,circular,0.000000,198.893883,191.918581,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,38.86796226,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.009421,38.867962,1.132711,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,18.83176087,2.0000,-0.100000,true,NaN,high_ecc_elliptic,0.003999,18.831761,1.176574,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,2.00,6.68328157,2.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.000871,6.683282,1.317182,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,200.00000000,0.0000,-0.010000,true,NaN,circular,0.000000,200.000000,193.039275,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,40.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.029310,40.000000,1.098780,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,20.00000000,0.0000,-0.100000,true,NaN,high_ecc_elliptic,0.203327,20.000000,0.432991,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,8.00000000,0.0000,-0.250000,false,NaN,unbound,3.153125,8.000000,0.287692,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,4.00000000,0.0000,-0.500000,false,NaN,unbound,29.911866,4.000000,0.114167,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,2.00000000,0.0000,-1.000000,false,NaN,failed,NaN,2.000000,0.085337,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,199.98281102,0.2500,-0.010000,true,NaN,circular,0.000000,199.982811,193.022085,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,39.98280511,0.2500,-0.050000,false,NaN,failed,NaN,39.982805,0.593183,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,19.98279770,0.2500,-0.100000,false,NaN,failed,NaN,19.982798,0.353729,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,7.98277541,0.2500,-0.250000,false,NaN,failed,NaN,7.982775,0.062603,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,3.98273801,0.2500,-0.500000,false,NaN,failed,NaN,3.982738,0.078831,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,1.98266220,0.2500,-1.000000,false,NaN,failed,NaN,1.982662,0.100349,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,199.93122635,0.5000,-0.010000,true,NaN,circular,0.000000,199.931226,192.970500,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,39.93113143,0.5000,-0.050000,false,NaN,unbound,831.872438,64.846301,0.708916,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,19.93101203,0.5000,-0.100000,false,216.500000,unbound,345.256505,25.847565,0.098469,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,7.93064880,0.5000,-0.250000,false,46.750000,unbound,174.162045,12.158574,0.267986,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,3.93002591,0.5000,-0.500000,false,13.825000,unbound,87.003195,4.632733,0.099470,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,1.92870878,0.5000,-1.000000,false,4.080000,unbound,39.729112,1.939091,0.074755,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,199.72462083,1.0000,-0.010000,true,NaN,circular,0.000000,199.724621,192.763902,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,39.72308292,1.0000,-0.050000,false,NaN,unbound,2.702371,39.723083,0.617990,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,19.72111105,1.0000,-0.100000,false,NaN,unbound,1.302275,19.721111,0.303162,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,7.71483512,1.0000,-0.250000,true,NaN,high_ecc_elliptic,0.463662,7.714835,0.287370,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,3.70293864,1.0000,-0.500000,true,NaN,high_ecc_elliptic,0.187576,3.702939,0.297138,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,1.67082039,1.0000,-1.000000,true,NaN,moderate_ecc_elliptic,0.055746,1.670820,0.329246,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,198.89388252,2.0000,-0.010000,true,NaN,circular,0.000000,198.893883,191.933353,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,38.86796226,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.008516,38.867962,1.166332,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,18.83176087,2.0000,-0.100000,true,NaN,high_ecc_elliptic,0.003660,18.831761,1.168871,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,4.00,6.68328157,2.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.000828,6.683282,1.316782,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,200.00000000,0.0000,-0.010000,true,NaN,circular,0.000000,200.000000,193.043388,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,40.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.033048,40.000000,1.064738,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,20.00000000,0.0000,-0.100000,true,NaN,high_ecc_elliptic,0.281080,20.000000,0.404501,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,8.00000000,0.0000,-0.250000,false,NaN,unbound,5.506337,8.000000,0.171199,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,4.00000000,0.0000,-0.500000,false,NaN,unbound,34.526741,4.000000,0.110975,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,2.00000000,0.0000,-1.000000,false,NaN,failed,NaN,2.000000,0.041475,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,199.98281102,0.2500,-0.010000,true,NaN,circular,0.000000,199.982811,193.026199,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,39.98280511,0.2500,-0.050000,false,NaN,failed,NaN,39.982805,0.423060,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,19.98279770,0.2500,-0.100000,false,NaN,failed,NaN,19.982798,0.166759,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,7.98277541,0.2500,-0.250000,false,NaN,failed,NaN,7.982775,0.094162,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,3.98273801,0.2500,-0.500000,false,NaN,failed,NaN,3.982738,0.055841,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,1.98266220,0.2500,-1.000000,false,NaN,failed,NaN,1.982662,0.070963,Failure,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,199.93122635,0.5000,-0.010000,true,NaN,circular,0.000000,199.931226,192.974614,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,39.93113143,0.5000,-0.050000,false,NaN,unbound,592.972547,39.993538,0.582857,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,19.93101203,0.5000,-0.100000,false,134.250000,unbound,332.442208,19.951501,0.342268,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,7.93064880,0.5000,-0.250000,false,NaN,unbound,130.300010,7.930649,0.110787,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,3.93002591,0.5000,-0.500000,false,NaN,unbound,59.010278,3.930026,0.074520,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,1.92870878,0.5000,-1.000000,false,4.200000,unbound,28.246693,1.928755,0.076340,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,199.72462083,1.0000,-0.010000,true,NaN,circular,0.000000,199.724621,192.768021,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,39.72308292,1.0000,-0.050000,false,NaN,unbound,2.385762,39.723083,0.507700,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,19.72111105,1.0000,-0.100000,false,NaN,unbound,1.153915,19.721111,0.291023,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,7.71483512,1.0000,-0.250000,true,NaN,high_ecc_elliptic,0.415159,7.714835,0.286090,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,3.70293864,1.0000,-0.500000,true,NaN,high_ecc_elliptic,0.170959,3.702939,0.297106,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,1.67082039,1.0000,-1.000000,true,NaN,moderate_ecc_elliptic,0.052661,1.670820,0.329236,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,198.89388252,2.0000,-0.010000,true,NaN,circular,0.000000,198.893883,191.937489,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,38.86796226,2.0000,-0.050000,true,NaN,high_ecc_elliptic,0.008263,38.867962,1.152595,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,18.83176087,2.0000,-0.100000,true,NaN,high_ecc_elliptic,0.003565,18.831761,1.168802,Success,asym_2_-1
2.0000,-1.0000,1.00,10.00,10.00,6.68328157,2.0000,-0.250000,true,NaN,moderate_ecc_elliptic,0.000816,6.683282,1.316758,Success,asym_2_-1
1.0000,-0.5000,1.00,1.00,2.00,50.00000000,0.0000,-0.010000,true,NaN,high_ecc_elliptic,0.006125,50.000000,1.045398,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,10.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.445240,10.000000,0.279729,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,5.00000000,0.0000,-0.100000,false,NaN,unbound,7.496240,5.000000,0.145584,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,2.00000000,0.0000,-0.250000,false,NaN,failed,NaN,2.000000,0.043650,Failure,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,1.00000000,0.0000,-0.500000,false,NaN,failed,NaN,1.000000,0.093456,Failure,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,0.50000000,0.0000,-1.000000,false,NaN,failed,NaN,0.500000,0.049408,Failure,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,49.87468593,0.2500,-0.010000,false,NaN,unbound,50.827006,49.874686,0.534847,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,9.87339717,0.2500,-0.050000,false,NaN,unbound,9.783905,9.873397,0.134239,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,4.87170825,0.2500,-0.100000,false,NaN,unbound,4.501921,4.871708,0.146370,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,1.86602540,0.2500,-0.250000,false,NaN,unbound,1.375009,1.866025,0.134162,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,0.85355339,0.2500,-0.500000,true,NaN,high_ecc_elliptic,0.402472,0.853553,0.146674,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,0.25000000,0.2500,-1.000000,true,NaN,circular,0.000014,0.250093,0.250000,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,49.49489743,0.5000,-0.010000,true,NaN,high_ecc_elliptic,0.138182,49.494897,0.606284,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,9.47213595,0.5000,-0.050000,true,NaN,high_ecc_elliptic,0.021958,9.472136,0.527872,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,4.43649167,0.5000,-0.100000,true,NaN,high_ecc_elliptic,0.007852,4.436492,0.563714,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,1.00000000,0.5000,-0.250000,true,NaN,circular,0.000000,1.000009,1.000000,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,47.91287847,1.0000,-0.010000,true,NaN,high_ecc_elliptic,0.000414,47.912878,2.093307,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,7.23606798,1.0000,-0.050000,true,NaN,moderate_ecc_elliptic,0.000022,7.236068,2.763959,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,2.00,40.00000000,2.0000,-0.010000,true,NaN,moderate_ecc_elliptic,0.000001,40.000000,10.000186,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,50.00000000,0.0000,-0.010000,true,NaN,high_ecc_elliptic,0.007359,50.000000,1.282808,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,10.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.954929,10.000000,0.221492,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,5.00000000,0.0000,-0.100000,false,NaN,unbound,8.016249,5.000000,0.179439,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,2.00000000,0.0000,-0.250000,false,NaN,unbound,1821.624291,2.000000,0.024058,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,1.00000000,0.0000,-0.500000,false,NaN,failed,NaN,1.000000,0.071949,Failure,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,0.50000000,0.0000,-1.000000,false,NaN,failed,NaN,0.500000,0.060577,Failure,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,49.87468593,0.2500,-0.010000,false,NaN,unbound,36.744093,49.874686,0.537396,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,9.87339717,0.2500,-0.050000,false,NaN,unbound,6.984367,9.873397,0.170277,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,4.87170825,0.2500,-0.100000,false,NaN,unbound,3.257474,4.871708,0.176665,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,1.86602540,0.2500,-0.250000,false,NaN,unbound,1.039679,1.866025,0.135405,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,0.85355339,0.2500,-0.500000,true,NaN,high_ecc_elliptic,0.330353,0.853553,0.146558,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,0.25000000,0.2500,-1.000000,true,NaN,circular,0.000014,0.250093,0.250000,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,49.49489743,0.5000,-0.010000,true,NaN,high_ecc_elliptic,0.123947,49.494897,0.591783,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,9.47213595,0.5000,-0.050000,true,NaN,high_ecc_elliptic,0.020052,9.472136,0.527876,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,4.43649167,0.5000,-0.100000,true,NaN,high_ecc_elliptic,0.007337,4.436492,0.563563,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,1.00000000,0.5000,-0.250000,true,NaN,circular,0.000000,1.000009,1.000000,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,47.91287847,1.0000,-0.010000,true,NaN,high_ecc_elliptic,0.000404,47.912878,2.091914,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,7.23606798,1.0000,-0.050000,true,NaN,moderate_ecc_elliptic,0.000022,7.236068,2.763951,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,4.00,40.00000000,2.0000,-0.010000,true,NaN,moderate_ecc_elliptic,0.000001,40.000000,10.000132,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,50.00000000,0.0000,-0.010000,true,NaN,high_ecc_elliptic,0.007597,50.000000,1.205335,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,10.00000000,0.0000,-0.050000,true,NaN,high_ecc_elliptic,0.915275,10.000000,0.336994,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,5.00000000,0.0000,-0.100000,false,NaN,unbound,16.823845,5.000000,0.103783,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,2.00000000,0.0000,-0.250000,false,NaN,unbound,194.369659,2.000000,0.065213,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,1.00000000,0.0000,-0.500000,false,NaN,failed,NaN,1.000000,0.057224,Failure,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,0.50000000,0.0000,-1.000000,false,NaN,failed,NaN,0.500000,0.052218,Failure,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,49.87468593,0.2500,-0.010000,false,NaN,unbound,32.421837,49.874686,0.329217,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,9.87339717,0.2500,-0.050000,false,NaN,unbound,6.175316,9.873397,0.138147,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,4.87170825,0.2500,-0.100000,false,NaN,unbound,2.900806,4.871708,0.365079,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,1.86602540,0.2500,-0.250000,true,NaN,high_ecc_elliptic,0.944042,1.866025,0.134122,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,0.85355339,0.2500,-0.500000,true,NaN,high_ecc_elliptic,0.309896,0.853553,0.146546,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,0.25000000,0.2500,-1.000000,true,NaN,circular,0.000014,0.250093,0.250000,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,49.49489743,0.5000,-0.010000,true,NaN,high_ecc_elliptic,0.119975,49.494897,0.532594,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,9.47213595,0.5000,-0.050000,true,NaN,high_ecc_elliptic,0.019518,9.472136,0.528544,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,4.43649167,0.5000,-0.100000,true,NaN,high_ecc_elliptic,0.007192,4.436492,0.587740,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,1.00000000,0.5000,-0.250000,true,NaN,circular,0.000000,1.000009,1.000000,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,47.91287847,1.0000,-0.010000,true,NaN,high_ecc_elliptic,0.000401,47.912878,2.088659,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,7.23606798,1.0000,-0.050000,true,NaN,moderate_ecc_elliptic,0.000022,7.236068,2.763945,Success,asym_1_-0.5
1.0000,-0.5000,1.00,1.00,10.00,40.00000000,2.0000,-0.010000,true,NaN,moderate_ecc_elliptic,0.000001,40.000000,10.000044,Success,asym_1_-0.5
1.0000,-0.5000,1.00,2.00,2.00,50.00000000,0.0000,-0.010000,true,NaN,high_ecc_elliptic,0.004923,50.000000,1.146601,Success,asym_1_-0.5
